LA_Name,LSOA_Code,LA_Code,Service_users_LSOA,GP_PT_walk_mins,GP_PT_15mins_perc
Blackpool,E01012696,E06000009,652.160972595215,12.870059869093,100
Blackpool,E01012697,E06000009,664.87174987793,14.8164409854954,43.9705886909186
Blackpool,E01012698,E06000009,622.828392028809,11.2603453740388,100
Blackpool,E01012699,E06000009,742.114212036133,11.7397626896465,100
Blackpool,E01012700,E06000009,741.136451721191,10.0493930142396,100
Blackpool,E01012701,E06000009,605.22883605957,5.88767367821191,100
Blackpool,E01012702,E06000009,748.958473205566,6.34859008610808,100
Blackpool,E01012703,E06000009,690.293327331543,10.616657139902,82.1529749394569
Blackpool,E01012704,E06000009,1054.0172958374,15.0745270445895,65.9554735139673
Blackpool,E01012705,E06000009,710.826126098633,6.13876203820375,100
Blackpool,E01012706,E06000009,693.226577758789,8.4664741266571,100
Blackpool,E01012707,E06000009,625.761642456055,5.22000001691996,100
Blackpool,E01012708,E06000009,593.495811462402,8.29574978833332,100
Blackpool,E01012709,E06000009,727.447906494141,5.33682796936479,100
Blackpool,E01012710,E06000009,469.321228027344,8.52349990440472,100
Blackpool,E01012711,E06000009,588.607063293457,9.54887046296868,100
Blackpool,E01012712,E06000009,679.538040161133,15.9662729912539,0
Blackpool,E01012713,E06000009,807.623611450195,17.8332693285667,0
Blackpool,E01012714,E06000009,778.291053771973,16.2910555110706,31.658291930183
Blackpool,E01012715,E06000009,682.471298217773,12.0364759042043,100
Blackpool,E01012716,E06000009,627.717163085938,14.0391900563057,100
Blackpool,E01012717,E06000009,699.093109130859,16.3447691858533,33.2867129188673
Blackpool,E01012718,E06000009,753.847229003906,16.1179767688271,33.8521401408287
Blackpool,E01012719,E06000009,611.095352172852,12.2856478178661,100
Blackpool,E01012720,E06000009,634.561424255371,4.7697380734763,100
Blackpool,E01012721,E06000009,816.423400878906,9.91399994764728,100
Blackpool,E01012722,E06000009,502.564804077148,7.11696489989398,100
Blackpool,E01012723,E06000009,639.4501953125,14.2414830938214,78.2874620874867
Blackpool,E01012724,E06000009,607.184364318848,7.82173911722671,100
Blackpool,E01012725,E06000009,581.76277923584,5.9000000318091,100
Blackpool,E01012726,E06000009,740.158706665039,9.7018626336961,81.1096434433096
Blackpool,E01012727,E06000009,638.472442626953,9.433399648859,80.3981616488138
