LSOA_Code,LSOA Name,LADNM,stops_count,avg_departures_per_hour,median_departures_per_hour,pct_stops_lt1_per_hour,BusFreqBand,BusFreq_norm,BusFreqScore,LA_Name,LA_Code
E01012721,Blackpool 007C,Blackpool,8,7.833333333333334,7.083333333333334,0,High,0.7628571428571429,7.083333333333334,Blackpool,E06000009
E01012722,Blackpool 009F,Blackpool,11,13.12121212121212,8.333333333333334,0,High,0.7200000000000001,8.333333333333334,Blackpool,E06000009
E01012723,Blackpool 004E,Blackpool,6,9.861111111,11.333333333333332,0,High,0.6171428571428572,11.333333333333332,Blackpool,E06000009
E01012724,Blackpool 007D,Blackpool,9,6.037037037037037,4.333333333333333,11.11111111111111,Good,0.8571428571428572,4.333333333333333,Blackpool,E06000009
E01012725,Blackpool 019D,Blackpool,6,10.5,11,0,High,0.6285714285714286,11,Blackpool,E06000009
E01012726,Blackpool 017A,Blackpool,4,1.9166666666666663,1.9166666666666663,0,Low,0.94,1.9166666666666663,Blackpool,E06000009
E01012727,Blackpool 019E,Blackpool,5,6.3,1.8333333333333333,0,Low,0.942857143,1.8333333333333333,Blackpool,E06000009
E01012728,Blackpool 017B,Blackpool,6,11.5,10.5,0,High,0.6457142857142857,10.5,Blackpool,E06000009
E01012729,Blackpool 018B,Blackpool,8,5.25,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012730,Blackpool 018C,Blackpool,4,4,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012731,Blackpool 018D,Blackpool,11,5.818181818181818,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012732,Blackpool 018E,Blackpool,9,3.5555555555555554,2,0,Moderate,0.9371428571428572,2,Blackpool,E06000009
E01012734,Blackpool 011C,Blackpool,6,6.111111111111111,8.166666666666666,0,High,0.7257142857142856,8.166666666666666,Blackpool,E06000009
E01012735,Blackpool 010C,Blackpool,2,13.166666666666668,13.166666666666668,0,High,0.5542857142857143,13.166666666666668,Blackpool,E06000009
E01012736,Blackpool 010D,Blackpool,18,12.314814814814817,9.166666666666668,0,High,0.6914285714285714,9.166666666666668,Blackpool,E06000009
E01012737,Blackpool 010E,Blackpool,19,9.482456140350877,6.333333333333333,0,High,0.7885714285714286,6.333333333333333,Blackpool,E06000009
E01012738,Blackpool 011D,Blackpool,4,7.166666666666667,7.166666666666667,0,High,0.76,7.166666666666667,Blackpool,E06000009
E01012739,Blackpool 011E,Blackpool,2,4,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012740,Blackpool 012D,Blackpool,7,6.976190476190475,8.166666666666666,0,High,0.7257142857142856,8.166666666666666,Blackpool,E06000009
E01012741,Blackpool 012E,Blackpool,8,5.458333333333334,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012742,Blackpool 011F,Blackpool,3,5.388888888888888,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012743,Blackpool 015B,Blackpool,9,10.74074074074074,10.333333333333334,0,High,0.6514285714285715,10.333333333333334,Blackpool,E06000009
E01012744,Blackpool 015C,Blackpool,6,8.055555555555555,10,0,High,0.6628571428571429,10,Blackpool,E06000009
E01012745,Blackpool 015D,Blackpool,6,6.5,3.916666666666667,0,Moderate,0.8714285714285714,3.916666666666667,Blackpool,E06000009
E01012746,Blackpool 015E,Blackpool,4,3.9166666666666665,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012747,Blackpool 005C,Blackpool,2,4,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012748,Blackpool 006C,Blackpool,16,7.510416666666667,8,0,High,0.7314285714285714,8,Blackpool,E06000009
E01012749,Blackpool 006D,Blackpool,7,8,8,0,High,0.7314285714285714,8,Blackpool,E06000009
E01012750,Blackpool 005D,Blackpool,3,3.2777777777777772,4,0,Good,0.8685714285714285,4,Blackpool,E06000009
E01012751,Blackpool 013D,Blackpool,15,7.211111111,4.166666666666667,0,Good,0.8628571428571429,4.166666666666667,Blackpool,E06000009
E01012752,Blackpool 017C,Blackpool,19,2.149122807017544,2,0,Moderate,0.9371428571428572,2,Blackpool,E06000009
E01012753,Blackpool 017D,Blackpool,2,17,17,0,High,0.4228571428571429,17,Blackpool,E06000009
E01012754,Blackpool 017E,Blackpool,2,2,2,0,Moderate,0.9371428571428572,2,Blackpool,E06000009
E01012755,Blackpool 017F,Blackpool,6,14.833333333333334,17,0,High,0.4228571428571429,17,Blackpool,E06000009
E01024905,Burnley 014G,Burnley,6,3.3055555555555554,3.1666666666666665,0,Moderate,0.8971428571428571,3.1666666666666665,Burnley,E07000117
E01024906,Burnley 014B,Burnley,5,1,1,0,Low,0.9714285714285714,1,Burnley,E07000117
E01024907,Burnley 010D,Burnley,6,6,3,0,Moderate,0.9028571428571428,3,Burnley,E07000117
E01024908,Burnley 010E,Burnley,3,2.8333333333333335,2.8333333333333335,0,Moderate,0.9085714285714288,2.8333333333333335,Burnley,E07000117
E01024909,Burnley 010F,Burnley,15,4.211111111111111,3,0,Moderate,0.9028571428571428,3,Burnley,E07000117
E01024910,Burnley 014C,Burnley,6,2.527777777777778,2,0,Moderate,0.9371428571428572,2,Burnley,E07000117
E01024911,Burnley 006D,Burnley,6,1,1,0,Low,0.9714285714285714,1,Burnley,E07000117
E01024912,Burnley 005C,Burnley,7,3.2857142857142856,1,14.285714285714285,Low,0.9714285714285714,1,Burnley,E07000117
E01024913,Burnley 005D,Burnley,4,1,1,0,Low,0.9714285714285714,1,Burnley,E07000117
E01024914,Burnley 005E,Burnley,1,1,1,0,Low,0.9714285714285714,1,Burnley,E07000117
E01024915,Chorley 014A,Chorley,8,5.854166666666667,6.666666666666667,0,High,0.7771428571428571,6.666666666666667,Chorley,E07000118
E01024916,Chorley 014B,Chorley,5,1.1,1,40,Low,0.9714285714285714,1,Chorley,E07000118
E01024917,Chorley 014C,Chorley,10,1.2833333333333334,1,30,Low,0.9714285714285714,1,Chorley,E07000118
E01024918,Chorley 014D,Chorley,11,4.848484848484849,5.833333333333333,0,Good,0.8057142857142858,5.833333333333333,Chorley,E07000118
E01024919,Chorley 008A,Chorley,14,1.3928571428571428,1,0,Low,0.9714285714285714,1,Chorley,E07000118
E01024920,Chorley 008B,Chorley,7,1.4523809523809526,1,0,Low,0.9714285714285714,1,Chorley,E07000118
E01024921,Chorley 002A,Chorley,24,2.1597222222222223,2,0,Moderate,0.9371428571428572,2,Chorley,E07000118
E01024922,Chorley 013A,Chorley,18,2.740740740740741,3,11.11111111111111,Moderate,0.9028571428571428,3,Chorley,E07000118
