LSOA_Code,LSOA Name,Health and Disability Decile,Barriers to Housing & Services Decile,IDAOPI Decile,LA_Name,Service_users_LSOA,GP_PT_walk_mins,GP_PT_15mins_perc,LA_Code,Total_Above 65,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation_x,Total_Disablities,Car or van availability (5 categories) Code,Car or van availability (5 categories),Observation_y
E01024906,Burnley 014B E01024906,1.0,9.0,2.0,Burnley,813.145133972168,3.75081250498203,100.0,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024907,Burnley 010D E01024907,1.0,10.0,3.0,Burnley,588.513793945313,16.0981347972786,17.271155938317,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024908,Burnley 010E E01024908,1.0,9.0,1.0,Burnley,566.152297973633,14.6839676057842,40.3949715385592,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024909,Burnley 010F E01024909,1.0,9.0,2.0,Burnley,717.600570678711,15.7964589685465,20.3966001931035,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024910,Burnley 014C E01024910,1.0,10.0,5.0,Burnley,646.450370788574,15.9728619059479,40.880503025892,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024911,Burnley 006D E01024911,2.0,8.0,3.0,Burnley,816.19441986084,8.49313823150709,100.0,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024912,Burnley 005C E01024912,5.0,6.0,9.0,Burnley,593.595962524414,11.8386988613533,100.0,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024913,Burnley 005D E01024913,4.0,10.0,9.0,Burnley,512.281440734863,13.0351981582168,100.0,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024914,Burnley 005E E01024914,3.0,9.0,9.0,Burnley,625.105308532715,10.0698536013206,100.0,E07000117,16900.0,4.0,Household is deprived in three dimensions,2440.0,21.6,0.0,No cars or vans in household,11667.0
E01024915,Chorley 014A E01024915,4.0,10.0,5.0,Chorley,1076.01448822021,6.93918832639692,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024916,Chorley 014B E01024916,6.0,10.0,8.0,Chorley,811.76953125,9.21566893503448,65.2413787425474,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024917,Chorley 014C E01024917,4.0,10.0,5.0,Chorley,865.514251708984,11.9636222994309,85.2522644428187,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024918,Chorley 014D E01024918,7.0,4.0,9.0,Chorley,850.958374023438,9.34464476464378,83.2894727782081,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024919,Chorley 008A E01024919,3.0,6.0,4.0,Chorley,1246.20616149902,14.3000268578593,46.361186779205,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024920,Chorley 008B E01024920,6.0,9.0,8.0,Chorley,1030.10752105713,17.6081628741639,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024921,Chorley 002A E01024921,7.0,2.0,8.0,Chorley,959.567565917969,22.2236988957546,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024922,Chorley 013A E01024922,6.0,10.0,8.0,Chorley,657.253379821777,12.1528277900921,79.2163546447045,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024923,Chorley 011A E01024923,7.0,5.0,9.0,Chorley,585.593734741211,26.0795227844183,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024924,Chorley 011B E01024924,6.0,3.0,7.0,Chorley,671.809257507324,22.155800066329,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024925,Chorley 009A E01024925,1.0,10.0,2.0,Chorley,852.078079223633,10.4063731375256,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024926,Chorley 009B E01024926,2.0,9.0,2.0,Chorley,956.208526611328,13.4071078637572,78.5714287993942,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024927,Chorley 009C E01024927,5.0,10.0,6.0,Chorley,819.607315063477,14.1305192606567,55.1912567695611,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024928,Chorley 009D E01024928,3.0,10.0,4.0,Chorley,734.511444091797,5.72219502078231,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024929,Chorley 006A E01024929,1.0,10.0,2.0,Chorley,610.22673034668,7.55447710716305,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024930,Chorley 006B E01024930,4.0,10.0,5.0,Chorley,708.758758544922,4.11153244061242,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024931,Chorley 006C E01024931,2.0,10.0,4.0,Chorley,745.708267211914,8.56057068844116,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024932,Chorley 006D E01024932,4.0,3.0,8.0,Chorley,466.907432556152,13.4741248829547,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024933,Chorley 006E E01024933,2.0,7.0,6.0,Chorley,704.280044555664,12.1635930061354,83.1478527991897,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024934,Chorley 008C E01024934,5.0,10.0,8.0,Chorley,695.322578430176,5.882431555648,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024935,Chorley 008D E01024935,5.0,10.0,9.0,Chorley,702.040679931641,12.1917701783282,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024936,Chorley 010A E01024936,4.0,10.0,5.0,Chorley,844.240295410156,2.86205570715173,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024937,Chorley 006F E01024937,7.0,10.0,8.0,Chorley,714.357177734375,12.168526414475,75.7053298232027,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024938,Chorley 010B E01024938,6.0,10.0,8.0,Chorley,782.657775878906,17.6737482689394,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024939,Chorley 010C E01024939,7.0,4.0,9.0,Chorley,784.897125244141,16.985805499469,32.5249638319301,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024940,Chorley 010D E01024940,1.0,10.0,2.0,Chorley,952.849456787109,6.63936533566477,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024941,Chorley 010E E01024941,2.0,10.0,2.0,Chorley,830.80411529541,10.7250673520891,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024942,Chorley 012A E01024942,1.0,10.0,2.0,Chorley,872.232345581055,14.5832989866441,67.1373559703414,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024943,Chorley 012B E01024943,3.0,4.0,3.0,Chorley,1059.21928405762,16.2010252749872,48.9429166445479,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024944,Chorley 012C E01024944,6.0,2.0,6.0,Chorley,712.117786407471,19.5644337259204,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024945,Chorley 012D E01024945,4.0,4.0,4.0,Chorley,1301.0705871582,14.2415577304992,58.0034421772878,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024946,Chorley 003A E01024946,6.0,5.0,8.0,Chorley,588.952789306641,13.0469962777445,75.8555128154308,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024947,Chorley 003B E01024947,7.0,3.0,9.0,Chorley,558.721366882324,12.9833869782147,75.9519046723468,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024948,Chorley 004A E01024948,5.0,6.0,7.0,Chorley,718.835914611816,11.8239721661609,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024949,Chorley 004B E01024949,5.0,8.0,4.0,Chorley,1115.20336914063,7.27273085547785,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024950,Chorley 004C E01024950,8.0,9.0,10.0,Chorley,600.149612426758,9.62957078667639,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024951,Chorley 001A E01024951,1.0,9.0,2.0,Chorley,528.489936828613,8.81271186551923,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024952,Chorley 001B E01024952,1.0,10.0,3.0,Chorley,676.287994384766,5.84953637652475,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024953,Chorley 001C E01024953,1.0,7.0,2.0,Chorley,723.314643859863,6.86321982007733,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024954,Chorley 001D E01024954,5.0,10.0,6.0,Chorley,714.35717010498,5.9489186240249,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024955,Chorley 003C E01024955,6.0,7.0,8.0,Chorley,734.511451721191,12.5581555807292,80.1829270731102,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024956,Chorley 003D E01024956,6.0,4.0,8.0,Chorley,693.083206176758,17.1413247510489,16.3166387509849,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024957,Chorley 003E E01024957,4.0,5.0,6.0,Chorley,662.851806640625,16.0519088598566,54.560812801722,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024958,Chorley 003F E01024958,3.0,10.0,5.0,Chorley,632.620384216309,17.4786725405807,19.4690266874158,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024959,Chorley 013B E01024959,2.0,8.0,3.0,Chorley,843.120597839355,9.45861886177393,77.4236393045764,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024960,Chorley 013C E01024960,4.0,10.0,3.0,Chorley,715.476867675781,12.6121751633339,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024961,Chorley 013D E01024961,4.0,9.0,6.0,Chorley,741.229537963867,7.62344409752713,74.7734138506364,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024962,Chorley 013E E01024962,6.0,9.0,8.0,Chorley,697.561935424805,17.8362118037963,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024963,Chorley 011C E01024963,7.0,10.0,8.0,Chorley,753.546051025391,19.5014268041424,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024964,Chorley 007A E01024964,8.0,4.0,9.0,Chorley,694.202880859375,23.4697255946126,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024965,Chorley 011D E01024965,8.0,8.0,10.0,Chorley,638.218788146973,20.713578924153,18.0701755245828,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024966,Chorley 011E E01024966,9.0,10.0,9.0,Chorley,735.631134033203,20.0646110533671,0.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024967,Chorley 005A E01024967,5.0,10.0,10.0,Chorley,595.670883178711,11.2854698286359,85.3383457972508,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024968,Chorley 005B E01024968,9.0,8.0,9.0,Chorley,826.325378417969,10.4609757659669,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024969,Chorley 005C E01024969,2.0,10.0,5.0,Chorley,669.569900512695,5.62775931086741,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024970,Chorley 005D E01024970,6.0,10.0,8.0,Chorley,643.817192077637,15.7647825631632,38.0869563506834,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024971,Chorley 005E E01024971,4.0,5.0,7.0,Chorley,591.19214630127,15.6971405619168,64.2045449779366,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024972,Chorley 005F E01024972,4.0,10.0,8.0,Chorley,599.029930114746,15.4926361049358,54.205605679277,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024973,Chorley 014E E01024973,7.0,2.0,9.0,Chorley,981.9612159729,14.5069667394508,67.1607746800043,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024974,Chorley 007B E01024974,8.0,5.0,8.0,Chorley,718.835899353027,12.066386227357,57.9439241822099,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024975,Chorley 007C E01024975,1.0,1.0,8.0,Chorley,599.029922485352,14.2019251936997,37.9439235672197,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024976,Chorley 007D E01024976,7.0,10.0,6.0,Chorley,737.870483398438,5.08203328057211,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024977,Chorley 004D E01024977,9.0,4.0,8.0,Chorley,1006.59419250488,18.3986649744938,29.4771960962923,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024978,Chorley 002B E01024978,4.0,9.0,7.0,Chorley,641.577850341797,7.25687609836165,100.0,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024979,Chorley 002C E01024979,7.0,4.0,8.0,Chorley,661.732116699219,14.8136376600648,38.9170880827286,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024980,Chorley 002D E01024980,7.0,10.0,8.0,Chorley,650.535301208496,11.8376417748853,78.3132536337667,E07000118,24118.0,4.0,Household is deprived in three dimensions,1406.0,18.4,0.0,No cars or vans in household,7342.0
E01024981,Fylde 008A E01024981,7.0,5.0,9.0,Fylde,750.819686889648,13.9144669363196,62.7737235177886,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024982,Fylde 008B E01024982,2.0,5.0,7.0,Fylde,681.766204833984,16.4513019995163,19.4533756876363,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024983,Fylde 008C E01024983,6.0,10.0,8.0,Fylde,685.054458618164,11.2549278885914,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024984,Fylde 006A E01024984,3.0,10.0,8.0,Fylde,734.378387451172,12.1933432364319,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024985,Fylde 006B E01024985,5.0,10.0,9.0,Fylde,687.246643066406,6.97695369978313,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024986,Fylde 006C E01024986,1.0,9.0,5.0,Fylde,1004.01582336426,8.52646303125261,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024987,Fylde 006D E01024987,1.0,9.0,2.0,Fylde,825.353622436523,8.4170385404018,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024988,Fylde 006E E01024988,2.0,9.0,5.0,Fylde,925.097541809082,12.9499879599388,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024989,Fylde 006F E01024989,3.0,10.0,5.0,Fylde,719.033172607422,10.7799999298768,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024990,Fylde 009A E01024990,5.0,10.0,7.0,Fylde,893.311050415039,8.75061345013727,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024991,Fylde 009B E01024991,4.0,8.0,7.0,Fylde,566.677040100098,13.4289168589323,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024992,Fylde 009C E01024992,5.0,8.0,10.0,Fylde,804.527954101563,16.2072479656215,17.3024521093609,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024993,Fylde 001A E01024993,4.0,4.0,7.0,Fylde,686.15055847168,14.5179391223872,48.0830682329838,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024994,Fylde 008D E01024994,7.0,4.0,9.0,Fylde,791.374923706055,16.1517587369312,18.0055405774696,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024995,Fylde 008E E01024995,5.0,4.0,8.0,Fylde,727.801864624023,16.5411592222241,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024996,Fylde 006G E01024996,1.0,6.0,3.0,Fylde,700.399688720703,15.238653902105,36.1502354372941,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024997,Fylde 007A E01024997,7.0,10.0,9.0,Fylde,735.474472045898,21.9490458219406,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024998,Fylde 003A E01024998,4.0,2.0,7.0,Fylde,790.278823852539,18.9476285195519,23.5783628164606,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01024999,Fylde 007B E01024999,4.0,10.0,5.0,Fylde,757.396240234375,23.9275828326231,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025000,Fylde 007C E01025000,4.0,10.0,7.0,Fylde,653.267944335938,23.7463425517967,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025001,Fylde 005A E01025001,2.0,10.0,3.0,Fylde,869.19709777832,15.4066200018165,51.1979830804884,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025002,Fylde 005B E01025002,3.0,10.0,5.0,Fylde,727.801879882813,11.6686748057996,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025003,Fylde 008F E01025003,6.0,10.0,8.0,Fylde,868.101028442383,11.7723230172894,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025004,Fylde 004A E01025004,6.0,9.0,7.0,Fylde,657.652282714844,10.4609000847564,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025005,Fylde 005C E01025005,5.0,9.0,8.0,Fylde,806.720123291016,15.0302171377134,49.4565211017906,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025006,Fylde 004B E01025006,1.0,2.0,2.0,Fylde,731.090133666992,18.5748723650002,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025007,Fylde 002A E01025007,7.0,5.0,10.0,Fylde,549.139663696289,13.2752692475257,49.9001998337409,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025008,Fylde 002B E01025008,7.0,9.0,10.0,Fylde,545.851379394531,8.9140360353919,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025009,Fylde 002C E01025009,4.0,10.0,5.0,Fylde,797.951446533203,5.45118133823231,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025010,Fylde 003B E01025010,4.0,8.0,8.0,Fylde,574.34965133667,7.48562982428888,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025011,Fylde 002D E01025011,2.0,10.0,2.0,Fylde,739.858840942383,4.54988152531594,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025012,Fylde 002E E01025012,5.0,10.0,6.0,Fylde,871.389282226563,13.82641507319,82.7672954565162,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025013,Fylde 002F E01025013,4.0,10.0,4.0,Fylde,784.798400878906,12.8378072957674,81.7039105276293,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025014,Fylde 003C E01025014,6.0,2.0,8.0,Fylde,750.819702148438,19.5728757938066,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025015,Fylde 003D E01025015,6.0,10.0,10.0,Fylde,694.91926574707,17.8791326164967,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025016,Fylde 005D E01025016,9.0,6.0,10.0,Fylde,1122.39322662354,14.9780761163913,49.9023443162316,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025017,Fylde 008G E01025017,3.0,10.0,3.0,Fylde,891.118850708008,4.87025828872212,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025018,Fylde 005E E01025018,4.0,10.0,8.0,Fylde,619.289245605469,10.5604424960774,77.8761062382995,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025019,Fylde 002G E01025019,8.0,10.0,10.0,Fylde,679.574020385742,19.8542421607281,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025020,Fylde 009D E01025020,5.0,8.0,5.0,Fylde,612.712707519531,12.8772094619529,76.3864041953702,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025021,Fylde 009E E01025021,7.0,8.0,8.0,Fylde,746.435363769531,15.1009547213395,61.0866367877862,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025022,Fylde 009F E01025022,8.0,10.0,7.0,Fylde,957.980155944824,4.98982835423841,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025023,Fylde 004C E01025023,5.0,10.0,9.0,Fylde,662.036636352539,6.4927813977556,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025024,Fylde 004D E01025024,3.0,8.0,5.0,Fylde,766.164909362793,9.30952801122473,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025025,Fylde 004E E01025025,4.0,10.0,5.0,Fylde,761.780563354492,6.42936697386343,100.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025026,Fylde 001B E01025026,4.0,2.0,5.0,Fylde,607.232284545898,15.8943502854151,17.1480145719719,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025027,Fylde 001C E01025027,5.0,6.0,6.0,Fylde,776.029693603516,15.0518078810478,57.6271186440678,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025028,Fylde 001D E01025028,4.0,10.0,7.0,Fylde,597.36750793457,16.9057791363915,25.6880743318674,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025029,Fylde 007D E01025029,5.0,7.0,6.0,Fylde,1012.78453063965,22.4473595058742,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025030,Fylde 007E E01025030,3.0,10.0,5.0,Fylde,748.627532958984,22.8065152226737,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025031,Fylde 001E E01025031,4.0,1.0,6.0,Fylde,586.406616210938,22.0483926850496,0.0,E07000119,22646.0,4.0,Household is deprived in three dimensions,1030.0,18.2,0.0,No cars or vans in household,6313.0
E01025032,Hyndburn 002A E01025032,1.0,10.0,3.0,Hyndburn,631.373504638672,8.00239867498597,100.0,E07000120,15006.0,4.0,Household is deprived in three dimensions,1985.0,21.6,0.0,No cars or vans in household,8818.0
