LSOA_Code,LSOA Name,Health and Disability Decile,Barriers to Housing & Services Decile,IDAOPI Decile,LA_Name,Service_users_LSOA,GP_PT_walk_mins,GP_PT_15mins_perc,LA_Code,Total_Above 65,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation_x,Total_Disablities,Car or van availability (5 categories) Code,Car or van availability (5 categories),Observation_y
E01025128,Lancaster 015B E01025128,3.0,10.0,3.0,Lancaster,670.221374511719,7.81215172059372,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025129,Lancaster 015C E01025129,3.0,9.0,4.0,Lancaster,490.734832763672,8.70657501619674,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025130,Lancaster 002A E01025130,6.0,2.0,9.0,Lancaster,991.844627380371,28.6603132055786,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025131,Lancaster 005C E01025131,5.0,4.0,8.0,Lancaster,678.521308898926,28.5167889819908,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025132,Lancaster 002B E01025132,6.0,2.0,10.0,Lancaster,612.121673583984,37.5468471996356,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025133,Lancaster 005D E01025133,6.0,10.0,8.0,Lancaster,701.346206665039,28.5481654642587,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025136,Lancaster 006B E01025136,1.0,8.0,1.0,Lancaster,741.808479309082,26.8601537120356,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025137,Lancaster 020A E01025137,2.0,10.0,4.0,Lancaster,626.646606445313,24.8097683123699,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025138,Lancaster 006C E01025138,2.0,10.0,3.0,Lancaster,606.934211730957,25.5654872131956,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025139,Lancaster 006D E01025139,1.0,8.0,2.0,Lancaster,884.982711791992,26.5458032179717,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025140,Lancaster 006E E01025140,1.0,9.0,3.0,Lancaster,668.146392822266,26.7215220360475,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025141,Lancaster 018B E01025141,5.0,10.0,7.0,Lancaster,628.721603393555,14.6788448483315,61.7161715691032,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025142,Lancaster 019D E01025142,5.0,4.0,10.0,Lancaster,644.284019470215,20.4509502043332,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025143,Lancaster 018C E01025143,2.0,3.0,4.0,Lancaster,662.95890045166,18.0760872714824,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025144,Lancaster 017E E01025144,4.0,7.0,4.0,Lancaster,826.883026123047,12.7535632645893,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025145,Lancaster 018D E01025145,5.0,10.0,6.0,Lancaster,637.021560668945,14.3968241964416,80.9446260040488,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025146,Lancaster 017F E01025146,9.0,5.0,10.0,Lancaster,813.395606994629,15.305344435152,40.3061223389119,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025147,Lancaster 015D E01025147,7.0,10.0,7.0,Lancaster,629.759086608887,12.0244480406025,79.0774309435273,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025148,Lancaster 001E E01025148,8.0,5.0,10.0,Lancaster,976.2822265625,23.4062059828085,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025149,Lancaster 011A E01025149,3.0,10.0,5.0,Lancaster,1006.36957550049,19.7343808833204,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025150,Lancaster 011B E01025150,4.0,10.0,4.0,Lancaster,631.834106445313,18.4566673679117,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025151,Lancaster 011C E01025151,1.0,7.0,1.0,Lancaster,806.133110046387,13.550231610897,63.3204642157243,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025152,Lancaster 011D E01025152,3.0,8.0,5.0,Lancaster,639.096534729004,20.4094318042363,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025153,Lancaster 020F E01025153,5.0,10.0,7.0,Lancaster,517.709693908691,18.894408861443,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025154,Lancaster 011E E01025154,1.0,7.0,1.0,Lancaster,656.733947753906,20.9573141259195,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025155,Lancaster 020G E01025155,5.0,10.0,8.0,Lancaster,529.122131347656,15.5693725921129,49.9999971162066,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025156,Lancaster 020H E01025156,1.0,8.0,1.0,Lancaster,460.647514343262,14.9315763479655,49.0990980471676,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025157,Lancaster 020I E01025157,1.0,8.0,2.0,Lancaster,593.446800231934,14.0607694111927,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025158,Lancaster 003C E01025158,5.0,9.0,9.0,Lancaster,643.246520996094,23.7208544895936,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025159,Lancaster 003D E01025159,4.0,6.0,9.0,Lancaster,634.946563720703,19.4616997684177,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025160,Lancaster 003E E01025160,7.0,5.0,10.0,Lancaster,574.77188873291,18.1829603337363,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025161,Lancaster 004D E01025161,3.0,9.0,7.0,Lancaster,650.50895690918,26.0870489874471,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025162,Lancaster 020B E01025162,3.0,9.0,6.0,Lancaster,707.571174621582,27.1953519281338,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025163,Lancaster 020C E01025163,5.0,9.0,8.0,Lancaster,651.546463012695,24.8137742944541,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025164,Lancaster 020D E01025164,3.0,9.0,6.0,Lancaster,655.696464538574,20.6695729585226,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025165,Lancaster 020E E01025165,7.0,7.0,7.0,Lancaster,609.009208679199,17.5772060616054,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025166,Lancaster 002C E01025166,6.0,4.0,8.0,Lancaster,561.284454345703,29.1739741634537,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025167,Lancaster 002D E01025167,6.0,1.0,9.0,Lancaster,495.922325134277,24.330522853303,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025168,Lancaster 001F E01025168,4.0,6.0,6.0,Lancaster,542.609558105469,11.0077246011023,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025169,Lancaster 001G E01025169,5.0,5.0,8.0,Lancaster,563.359436035156,12.632614997081,74.4014732915128,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025170,Lancaster 010A E01025170,3.0,6.0,4.0,Lancaster,865.270324707031,30.9479854444071,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025171,Lancaster 010B E01025171,1.0,4.0,2.0,Lancaster,823.770561218262,28.810680301781,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025172,Lancaster 010C E01025172,2.0,6.0,4.0,Lancaster,680.596321105957,29.2950761497969,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025173,Lancaster 010D E01025173,1.0,8.0,2.0,Lancaster,804.058143615723,25.7447354747831,0.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01033071,Lancaster 014E E01033071,2.0,7.0,3.0,Lancaster,593.44677734375,2.82881118788154,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01033072,Lancaster 016I E01033072,2.0,3.0,5.0,Lancaster,1110.11898803711,17.928205796358,27.1962610682058,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01033073,Lancaster 014F E01033073,3.0,8.0,4.0,Lancaster,721.05859375,4.46851798824851,100.0,E07000121,29348.0,4.0,Household is deprived in three dimensions,2132.0,19.9,0.0,No cars or vans in household,13632.0
E01025174,Pendle 008A E01025174,4.0,7.0,7.0,Pendle,635.17423248291,12.0104566897659,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025175,Pendle 008B E01025175,5.0,10.0,7.0,Pendle,684.910552978516,8.00450820762412,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025176,Pendle 008C E01025176,4.0,10.0,4.0,Pendle,1051.71587371826,7.92097545086378,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025177,Pendle 008D E01025177,8.0,3.0,10.0,Pendle,812.359874725342,18.0343875833279,48.2142853034013,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025178,Pendle 006A E01025178,7.0,4.0,7.0,Pendle,821.685409545898,15.8334931265743,16.3934430795929,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025179,Pendle 006B E01025179,4.0,6.0,6.0,Pendle,726.357467651367,9.06517815795303,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025180,Pendle 006C E01025180,7.0,8.0,7.0,Pendle,801.99813079834,8.57475473699835,87.2093026242448,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025181,Pendle 009A E01025181,1.0,8.0,1.0,Pendle,640.355094909668,17.1543690233018,21.0355989946841,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025182,Pendle 009B E01025182,1.0,9.0,1.0,Pendle,633.101875305176,9.02235688646572,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025183,Pendle 009C E01025183,1.0,10.0,1.0,Pendle,725.321296691895,17.0524708556207,16.5714282588747,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025184,Pendle 009D E01025184,2.0,10.0,1.0,Pendle,540.88245010376,11.138160896988,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025185,Pendle 013A E01025185,1.0,10.0,2.0,Pendle,747.080940246582,4.8036893813328,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025186,Pendle 013B E01025186,2.0,10.0,2.0,Pendle,617.559261322021,7.73771803798185,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025187,Pendle 012A E01025187,2.0,10.0,5.0,Pendle,595.79963684082,13.3022264089005,58.608694928396,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025188,Pendle 010A E01025188,1.0,10.0,1.0,Pendle,918.049537658691,12.9388490063697,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025189,Pendle 010B E01025189,3.0,10.0,3.0,Pendle,711.851028442383,16.6802183090708,18.3406113911535,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025190,Pendle 012B E01025190,3.0,9.0,4.0,Pendle,670.404106140137,14.9595210999521,61.2055641844091,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025191,Pendle 001A E01025191,7.0,10.0,6.0,Pendle,549.171859741211,11.9305099165242,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025192,Pendle 001B E01025192,3.0,10.0,4.0,Pendle,625.848670959473,10.1813407953104,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025193,Pendle 001C E01025193,3.0,6.0,4.0,Pendle,631.029518127441,14.1449265869316,76.5188836635959,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025194,Pendle 001D E01025194,3.0,10.0,4.0,Pendle,645.535972595215,11.4113805125227,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025195,Pendle 002A E01025195,5.0,10.0,8.0,Pendle,536.737747192383,8.05378362166348,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025196,Pendle 002B E01025196,2.0,10.0,4.0,Pendle,839.300361633301,4.02586417709504,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025197,Pendle 002C E01025197,5.0,8.0,9.0,Pendle,589.582595825195,11.6378912392519,84.8857633961229,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025198,Pendle 002D E01025198,5.0,10.0,5.0,Pendle,623.776298522949,4.68204308153876,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025199,Pendle 003A E01025199,6.0,7.0,8.0,Pendle,759.515029907227,9.91713486121558,80.6275575670373,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025200,Pendle 003B E01025200,4.0,10.0,5.0,Pendle,684.910545349121,7.36673218788931,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025201,Pendle 003C E01025201,3.0,10.0,5.0,Pendle,713.923393249512,7.27939044046035,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025202,Pendle 003D E01025202,4.0,7.0,8.0,Pendle,616.523109436035,10.4300001670933,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025203,Pendle 006D E01025203,6.0,3.0,8.0,Pendle,775.057632446289,14.6162700646821,80.7486633753314,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025204,Pendle 008E E01025204,6.0,3.0,9.0,Pendle,749.153282165527,21.0324064567584,47.8561546213382,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025205,Pendle 004A E01025205,3.0,10.0,4.0,Pendle,627.921005249023,10.3845545541458,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025206,Pendle 004B E01025206,3.0,10.0,7.0,Pendle,529.484535217285,13.2681802318587,77.2994128566358,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025207,Pendle 004C E01025207,2.0,10.0,2.0,Pendle,705.633995056152,5.77035243122,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025208,Pendle 004D E01025208,1.0,10.0,2.0,Pendle,688.019058227539,10.199698776723,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025209,Pendle 012C E01025209,3.0,7.0,5.0,Pendle,718.068099975586,18.4483408559461,0.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025210,Pendle 010C E01025210,2.0,10.0,3.0,Pendle,832.047149658203,20.2047693945492,0.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025211,Pendle 008F E01025211,6.0,10.0,8.0,Pendle,686.982879638672,17.0115388280915,0.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025212,Pendle 013C E01025212,2.0,10.0,5.0,Pendle,546.063316345215,13.0859202699514,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025213,Pendle 013D E01025213,2.0,9.0,4.0,Pendle,419.650184631348,12.2811605224144,84.6913579932685,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025214,Pendle 013E E01025214,5.0,9.0,9.0,Pendle,552.280364990234,15.5563789973837,72.0450289253159,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025215,Pendle 013F E01025215,1.0,10.0,2.0,Pendle,517.05046081543,6.68859728060864,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025216,Pendle 012D E01025216,3.0,8.0,4.0,Pendle,739.827735900879,18.040168516381,0.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025217,Pendle 010D E01025217,1.0,10.0,2.0,Pendle,657.970039367676,14.5632441637765,54.3307093553124,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025218,Pendle 010E E01025218,1.0,9.0,1.0,Pendle,528.448371887207,14.3961570996924,68.6274518862651,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025219,Pendle 010F E01025219,1.0,10.0,2.0,Pendle,556.425048828125,15.2829794500346,19.3668521076364,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025220,Pendle 005A E01025220,2.0,10.0,2.0,Pendle,678.693511962891,11.4394962241614,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025221,Pendle 005B E01025221,2.0,9.0,4.0,Pendle,539.846298217773,13.8665836087758,50.4798460639502,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025222,Pendle 005C E01025222,6.0,9.0,7.0,Pendle,638.282745361328,17.5413308248262,18.8311683499441,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025223,Pendle 005D E01025223,2.0,10.0,3.0,Pendle,643.46361541748,10.4066504551951,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025224,Pendle 011A E01025224,2.0,10.0,1.0,Pendle,795.78108215332,12.5940886037192,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025225,Pendle 011B E01025225,3.0,10.0,3.0,Pendle,676.621154785156,13.8397702073347,73.0474727896443,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025226,Pendle 007A E01025226,2.0,9.0,3.0,Pendle,812.359878540039,13.9540435771621,77.4234709234805,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025227,Pendle 007B E01025227,1.0,10.0,2.0,Pendle,1012.34130859375,5.33311157232694,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025228,Pendle 007C E01025228,3.0,9.0,6.0,Pendle,671.440299987793,16.7545987164467,25.1543209227745,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025229,Pendle 011C E01025229,2.0,10.0,1.0,Pendle,682.838180541992,9.50857331978856,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025230,Pendle 011D E01025230,1.0,10.0,1.0,Pendle,566.786773681641,5.42689212117294,100.0,E07000122,17243.0,4.0,Household is deprived in three dimensions,1999.0,18.5,0.0,No cars or vans in household,8858.0
E01025231,Preston 013A E01025231,3.0,10.0,6.0,Preston,,,,E07000123,,,,,,,,
E01025232,Preston 013B E01025232,2.0,10.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025233,Preston 008A E01025233,6.0,10.0,8.0,Preston,,,,E07000123,,,,,,,,
E01025234,Preston 007A E01025234,2.0,9.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025235,Preston 007B E01025235,4.0,4.0,6.0,Preston,,,,E07000123,,,,,,,,
E01025236,Preston 009A E01025236,1.0,10.0,2.0,Preston,,,,E07000123,,,,,,,,
E01025237,Preston 007C E01025237,2.0,9.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025238,Preston 007D E01025238,1.0,6.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025239,Preston 006A E01025239,3.0,10.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025240,Preston 008B E01025240,6.0,10.0,7.0,Preston,,,,E07000123,,,,,,,,
E01025241,Preston 006B E01025241,6.0,9.0,8.0,Preston,,,,E07000123,,,,,,,,
E01025242,Preston 006C E01025242,5.0,8.0,7.0,Preston,,,,E07000123,,,,,,,,
E01025243,Preston 006D E01025243,3.0,8.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025244,Preston 015A E01025244,3.0,9.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025245,Preston 007E E01025245,2.0,9.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025246,Preston 011A E01025246,4.0,10.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025247,Preston 016A E01025247,3.0,8.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025248,Preston 016B E01025248,1.0,9.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025249,Preston 016C E01025249,2.0,10.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025250,Preston 016D E01025250,1.0,8.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025251,Preston 006E E01025251,4.0,9.0,5.0,Preston,,,,E07000123,,,,,,,,
E01025252,Preston 007F E01025252,2.0,5.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025253,Preston 004A E01025253,8.0,3.0,9.0,Preston,,,,E07000123,,,,,,,,
E01025254,Preston 004B E01025254,2.0,7.0,6.0,Preston,,,,E07000123,,,,,,,,
E01025255,Preston 004C E01025255,6.0,8.0,8.0,Preston,,,,E07000123,,,,,,,,
E01025256,Preston 003A E01025256,6.0,10.0,6.0,Preston,,,,E07000123,,,,,,,,
E01025257,Preston 002A E01025257,7.0,5.0,10.0,Preston,,,,E07000123,,,,,,,,
E01025258,Preston 003B E01025258,6.0,10.0,9.0,Preston,,,,E07000123,,,,,,,,
E01025259,Preston 003C E01025259,7.0,10.0,9.0,Preston,,,,E07000123,,,,,,,,
E01025260,Preston 005A E01025260,1.0,8.0,1.0,Preston,,,,E07000123,,,,,,,,
E01025261,Preston 008C E01025261,2.0,10.0,7.0,Preston,,,,E07000123,,,,,,,,
E01025262,Preston 005B E01025262,3.0,8.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025263,Preston 005C E01025263,1.0,8.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025264,Preston 005D E01025264,2.0,5.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025265,Preston 013C E01025265,2.0,6.0,5.0,Preston,,,,E07000123,,,,,,,,
E01025266,Preston 008D E01025266,5.0,10.0,8.0,Preston,,,,E07000123,,,,,,,,
E01025267,Preston 013D E01025267,1.0,10.0,4.0,Preston,,,,E07000123,,,,,,,,
E01025268,Preston 013E E01025268,1.0,9.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025269,Preston 013F E01025269,2.0,9.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025270,Preston 010A E01025270,4.0,8.0,6.0,Preston,,,,E07000123,,,,,,,,
E01025271,Preston 013G E01025271,2.0,9.0,5.0,Preston,,,,E07000123,,,,,,,,
E01025272,Preston 010B E01025272,4.0,4.0,8.0,Preston,,,,E07000123,,,,,,,,
E01025273,Preston 010C E01025273,6.0,4.0,10.0,Preston,,,,E07000123,,,,,,,,
E01025274,Preston 011B E01025274,1.0,9.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025275,Preston 011C E01025275,1.0,9.0,2.0,Preston,,,,E07000123,,,,,,,,
E01025276,Preston 012A E01025276,5.0,10.0,3.0,Preston,,,,E07000123,,,,,,,,
E01025277,Preston 002B E01025277,6.0,7.0,9.0,Preston,,,,E07000123,,,,,,,,
E01025278,Preston 001A E01025278,7.0,6.0,10.0,Preston,,,,E07000123,,,,,,,,
E01025279,Preston 001B E01025279,6.0,1.0,9.0,Preston,,,,E07000123,,,,,,,,
E01025280,Preston 002C E01025280,7.0,2.0,7.0,Preston,,,,E07000123,,,,,,,,
E01025281,Preston 002D E01025281,5.0,3.0,9.0,Preston,,,,E07000123,,,,,,,,
